,Lng,Lat,tradeTime,DOM,totalPrice,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,subway,district,distanceToCapital,pricePerSquare
14,2.029551844624939,0.6969890337364512,2016-08-23,747.0,174.6,52.0,1,0,1,1,19,2009,Simplicity,steel-concrete composite,0.111,has elevator,has subway,8,10.989560782570422,3357.6923076923076
15,2.032406278256698,0.6974504289775083,2016-07-28,697.0,176.0,60.69,1,1,1,1,25,2008,hardcover,steel-concrete composite,0.364,has elevator,no subway,7,7.211459943281939,2899.983522820893
16,2.0321242330495757,0.6964274565963294,2016-07-26,681.0,520.0,59.65,1,1,1,1,12,2005,hardcover,steel-concrete composite,0.5,has elevator,has subway,1,2.120473605752013,8717.518860016766
17,2.032881234706043,0.6982753588484635,2016-06-29,622.0,213.0,58.49,1,0,1,0,30,2004,Simplicity,steel-concrete composite,0.429,has elevator,has subway,7,12.942934426371927,3641.648144982048
18,2.0310922547694563,0.6956791292262444,2016-06-27,598.0,160.0,53.0,1,1,1,1,18,1998,Simplicity,steel-concrete composite,0.25,has elevator,has subway,2,5.773923509029516,3018.867924528302
19,2.029551844624939,0.6969890337364512,2016-10-30,715.0,210.0,52.0,1,0,1,1,19,2009,Simplicity,steel-concrete composite,0.111,has elevator,has subway,8,10.989560782570422,4038.461538461538
20,2.0310304875672283,0.6993506736539097,2016-07-12,580.0,630.0,159.99,3,2,1,2,5,2004,hardcover,mixed,0.5,no elevator,no subway,8,18.699833566831536,3937.7461091318205
21,2.0321591745412007,0.6962504278502997,2016-08-08,594.0,723.0,110.54,3,1,1,1,6,1996,hardcover,mixed,0.3329999999999999,no elevator,has subway,1,2.642394060322239,6540.618780531933
22,2.0311567446853176,0.6958142875235187,2016-06-19,540.0,240.0,56.92,2,1,1,1,18,1996,Simplicity,steel-concrete composite,0.25,has elevator,has subway,2,4.87482798265238,4216.44413211525
23,2.0330519453601807,0.6979873969751769,2016-09-27,628.0,590.0,114.15,2,2,1,1,28,2001,other,steel-concrete composite,0.375,has elevator,has subway,7,11.782480705914192,5168.637757336837
24,2.03185248528504,0.6992345918053596,2016-09-08,603.0,354.5,69.96,3,1,1,2,11,2010,other,steel-concrete composite,0.2,has elevator,has subway,6,17.696279893254413,5067.1812464265295
25,2.0290692436334696,0.6959319227151032,2016-09-28,621.0,210.0,47.26,1,1,1,1,9,2011,Simplicity,steel-concrete composite,0.098,has elevator,has subway,2,13.256527417822605,4443.504020313162
26,2.03355027176821,0.6959512260566303,2016-07-06,535.0,218.0,74.11,2,1,1,1,7,1993,Simplicity,concrete,0.25,no elevator,has subway,7,9.642330198952164,2941.5733369315885
27,2.0290692436334696,0.6959319227151032,2016-08-21,573.0,140.0,55.0,1,0,1,1,9,2011,hardcover,steel-concrete composite,0.098,has elevator,has subway,2,13.256527417822605,2545.4545454545455
28,2.034488054628599,0.6994611704488534,2016-08-30,580.0,340.0,141.5,3,2,1,2,12,2004,hardcover,mixed,0.25,has elevator,no subway,13,23.492268022330478,2402.826855123675
29,2.033197837432355,0.696480043366692,2016-08-26,569.0,540.0,91.7,2,2,1,1,27,2006,hardcover,steel-concrete composite,0.429,has elevator,has subway,7,7.358612266414435,5888.76772082879
30,2.029765944164281,0.6944427205308391,2016-06-25,507.0,110.0,40.45,1,1,1,1,7,2002,Simplicity,mixed,0.5,no elevator,no subway,4,15.93484084981218,2719.406674907293
31,2.0322404370711733,0.69909060214207,2016-07-28,516.0,340.0,53.0,1,1,1,1,17,2011,hardcover,steel-concrete composite,0.174,has elevator,has subway,7,16.973840423017585,6415.094339622642
32,2.0279091232796693,0.6940980005502777,2016-08-05,524.0,245.0,80.0,2,1,1,1,9,2012,hardcover,steel-concrete composite,0.5,has elevator,has subway,5,23.85261905904394,3062.5
33,2.030347540230923,0.6978583124236994,2016-08-14,533.0,610.0,58.9,2,1,1,1,6,1989,hardcover,mixed,0.3329999999999999,no elevator,has subway,8,11.070315148706676,10356.536502546689
34,2.029018768711502,0.7019074762883263,2016-07-22,507.0,224.5,118.0,2,2,1,2,6,1998,Simplicity,mixed,0.5,no elevator,no subway,6,37.075715467398936,1902.542372881356
35,2.0351048714395463,0.6965441842167028,2016-08-30,540.0,435.0,87.87,2,1,1,1,18,2011,other,steel-concrete composite,0.667,has elevator,no subway,7,16.685905454530282,4950.495049504951
36,2.0302524721465667,0.6962369888150594,2016-09-05,544.0,410.0,77.1,3,1,1,1,24,1991,Simplicity,steel-concrete composite,0.25,has elevator,has subway,2,7.179627299821628,5317.769130998704
37,2.028633173119859,0.7020386552349062,2016-09-04,539.0,240.0,83.38,1,1,1,1,15,2009,Simplicity,steel-concrete composite,0.143,has elevator,has subway,6,38.546810299047216,2878.3881026625095
38,2.0365045731397684,0.7003514978068808,2016-08-26,530.0,470.0,142.95,3,2,1,2,5,2004,hardcover,mixed,0.5,has elevator,no subway,13,34.14827552126658,3287.8628891220706
39,2.0325809508082373,0.6967951625631397,2016-08-24,520.0,355.0,61.55,1,0,1,1,29,2008,hardcover,steel-concrete composite,0.231,has elevator,has subway,7,4.839568278612376,5767.668562144598
40,2.031955581883955,0.699246791656831,2016-07-31,494.0,190.0,60.82,1,1,1,1,19,2004,Simplicity,steel-concrete composite,0.15,has elevator,has subway,6,17.803158141991005,3123.972377507399
41,2.029018768711502,0.7019074762883263,2016-08-31,526.0,321.0,156.41,3,1,1,2,5,2001,hardcover,steel-concrete composite,0.25,no elevator,no subway,6,37.075715467398936,2052.2984463908956
42,2.030144191919773,0.6996586020938391,2016-07-04,467.0,350.0,125.66,3,1,1,2,9,2008,Simplicity,steel-concrete composite,0.5,has elevator,no subway,6,21.736154080309436,2785.293649530479
43,2.027453103652708,0.6934516178618015,2016-08-12,503.0,198.0,96.0,3,1,1,1,6,2004,Simplicity,mixed,0.5,no elevator,has subway,5,28.242161455022796,2062.5
44,2.0362044812281805,0.7013911555357089,2016-08-31,523.0,500.0,113.26,3,2,1,2,11,2012,hardcover,steel-concrete composite,0.3329999999999999,has elevator,no subway,13,38.35884714575106,4414.621225498852
45,2.030069038042182,0.6976490648996778,2016-08-19,508.0,655.0,151.8,2,1,1,1,22,1998,Simplicity,steel-concrete composite,0.286,has elevator,has subway,8,10.968333441911122,4314.888010540185
46,2.029551844624939,0.6969890337364512,2017-03-22,721.0,280.0,41.5,1,0,1,1,19,2009,hardcover,steel-concrete composite,0.111,has elevator,has subway,8,10.989560782570422,6746.987951807229
47,2.0317909449756146,0.6991161886689042,2016-07-15,470.0,346.0,98.88,4,1,1,2,5,1998,Simplicity,concrete,0.5,no elevator,no subway,6,16.931505113516494,3499.1909385113267
48,2.0343431224875137,0.7001202416809915,2017-01-22,659.0,530.0,203.07,6,2,1,2,6,1998,hardcover,steel-concrete composite,0.5,no elevator,no subway,13,26.668470041865188,2609.937459989166
49,2.0328614775789107,0.6964244895366012,2016-06-29,451.0,406.0,63.86,1,1,1,1,16,2007,hardcover,steel-concrete composite,0.25,has elevator,has subway,7,5.718113660389697,6357.657375508926
50,2.03128579433021,0.6976584547710535,2016-08-15,498.0,642.0,71.6,2,1,1,1,13,1993,other,mixed,0.222,has elevator,no subway,10,7.891483760019404,8966.480446927375
51,2.0332644915564884,0.6948175823475824,2016-07-07,459.0,165.0,55.48,1,1,1,1,24,2009,hardcover,steel-concrete composite,0.25,has elevator,has subway,3,12.983181232311988,2974.044700793079
52,2.0316209149998854,0.6962413521381893,2016-08-31,511.0,400.0,59.81,1,1,1,1,9,2002,hardcover,steel-concrete composite,0.1669999999999999,has elevator,has subway,10,1.4341569495729376,6687.844841999666
53,2.031328589803469,0.699641410600707,2016-07-28,474.0,200.0,48.0,1,0,1,1,9,2009,hardcover,steel-concrete composite,0.3329999999999999,has elevator,no subway,6,20.348489247520522,4166.666666666667
54,2.0309354194828724,0.695870888551161,2016-06-27,442.0,200.0,41.4,1,1,1,1,6,1990,Simplicity,mixed,0.3329999999999999,no elevator,no subway,2,5.269267649407359,4830.917874396136
55,2.0330174402008687,0.6966540526931159,2016-07-23,466.0,300.0,68.48,3,1,1,1,14,1994,hardcover,steel-concrete composite,0.143,has elevator,has subway,7,6.592699783290116,4380.841121495327
56,2.0335893496901623,0.6967903629076966,2016-07-27,469.0,225.0,55.0,1,0,1,1,9,2005,hardcover,steel-concrete composite,0.25,has elevator,no subway,7,9.50609598315622,4090.909090909091
57,2.034281233112238,0.7009601464769288,2016-08-10,481.0,395.0,88.0,3,4,1,3,6,2009,Simplicity,concrete,0.5,no elevator,no subway,13,31.330415758569284,4488.636363636363
58,2.0323374075644143,0.6969612131881743,2016-12-29,622.0,392.5,46.96,1,0,1,1,17,2003,hardcover,steel-concrete composite,0.4,has elevator,has subway,7,4.488097575045418,8358.177172061329
59,2.0336149711235816,0.6959145217824608,2016-07-17,456.0,200.0,59.87,2,1,1,1,6,1984,hardcover,mixed,0.3329999999999999,no elevator,no subway,7,10.01956500900373,3340.5712376816437
60,2.0328227661761016,0.6964412446974202,2016-08-13,482.0,300.0,59.89,2,1,1,1,6,1992,hardcover,mixed,0.3329999999999999,no elevator,has subway,7,5.525729284156843,5009.183503088996
61,2.0328155928728755,0.6986458747953693,2016-09-12,513.0,510.0,67.7,1,2,1,1,28,2009,Simplicity,steel-concrete composite,0.3329999999999999,has elevator,has subway,7,14.969154463134942,7533.234859675036
62,2.028936458983978,0.7020026839990227,2016-08-08,477.0,102.0,42.0,1,1,1,1,6,1989,Simplicity,mixed,0.3329999999999999,no elevator,has subway,6,37.78483435702372,2428.5714285714284
63,2.029982522071161,0.6953861408047121,2016-07-06,444.0,288.0,69.02,1,1,1,1,26,2006,Simplicity,steel-concrete composite,0.3,has elevator,has subway,2,10.801683750591568,4172.703564184294
64,2.030347749670433,0.6927571862590179,2016-09-07,506.0,468.0,212.0,4,2,1,1,15,2014,rough,steel-concrete composite,0.5,has elevator,has subway,4,24.48965137438352,2207.547169811321
65,2.0321154714967307,0.6964636198184307,2016-07-30,466.0,450.0,75.3,2,1,1,1,16,2006,rough,steel-concrete composite,0.25,has elevator,has subway,1,2.0678155198721213,5976.095617529881
66,2.0322404370711733,0.69909060214207,2016-07-21,454.0,475.0,67.49,2,1,1,2,17,2012,hardcover,steel-concrete composite,0.174,has elevator,has subway,7,16.973840423017585,7038.07971551341
67,2.032570286846508,0.6971620133186163,2016-06-20,421.0,240.0,60.0,1,0,1,1,5,2010,hardcover,steel-concrete composite,0.128,has elevator,has subway,7,6.198352087103135,4000.0
68,2.032000681191827,0.6989013386379838,2016-12-18,598.0,202.0,51.0,1,1,1,1,13,2011,Simplicity,steel-concrete composite,0.182,has elevator,has subway,7,15.628502047539788,3960.7843137254904
69,2.030425591355072,0.6961139431027937,2016-07-03,430.0,240.0,34.0,1,1,1,2,18,2009,hardcover,steel-concrete composite,0.222,has elevator,no subway,10,6.572302243576029,7058.823529411765
70,2.0285867648150484,0.7021158336944293,2016-09-21,509.0,265.0,86.7,2,1,1,1,6,1996,hardcover,concrete,0.3329999999999999,no elevator,has subway,6,39.087584607664745,3056.5167243367932
71,2.0334681540269037,0.6968294582829413,2016-07-19,443.0,355.0,86.78,2,2,1,1,33,2011,Simplicity,steel-concrete composite,0.3,has elevator,has subway,7,8.991437338781047,4090.8043327955747
72,2.0328550373139707,0.6966206645445252,2016-10-29,545.0,389.0,61.0,2,1,1,1,14,1985,Simplicity,steel-concrete composite,0.125,has elevator,has subway,7,5.773608953492384,6377.049180327868
73,2.0351612630276783,0.6990266358249845,2017-01-22,629.0,300.0,103.0,3,1,1,1,6,1998,hardcover,mixed,0.5,no elevator,no subway,7,23.54268401796931,2912.621359223301
74,2.031557891160596,0.6976442652442348,2016-09-11,495.0,509.0,75.21,2,1,1,1,16,1992,hardcover,steel-concrete composite,0.158,has elevator,has subway,7,7.575582663791038,6767.717058901742
75,2.034362565455381,0.6997885942165277,2016-09-04,487.0,340.0,136.0,3,2,1,2,6,2000,Simplicity,mixed,0.5,no elevator,has subway,13,24.89235397297685,2500.0
76,2.0310187764079473,0.6959247145052924,2016-07-13,433.0,307.0,60.0,2,1,1,1,6,1989,Simplicity,mixed,0.5,no elevator,no subway,2,4.739169349995893,5116.666666666666
77,2.0272803509633457,0.6933581380270647,2016-07-27,446.0,199.5,90.0,2,1,1,1,15,2010,rough,steel-concrete composite,0.25,has elevator,no subway,5,29.268171265437363,2216.666666666667
78,2.0274805751351344,0.6941362407141889,2016-09-30,511.0,210.5,65.0,1,1,1,1,11,2011,hardcover,steel-concrete composite,0.1669999999999999,has elevator,no subway,5,25.37051697439717,3238.4615384615386
79,2.03195090440156,0.6983304414396564,2016-07-24,442.0,298.0,85.0,1,1,1,1,22,2009,other,steel-concrete composite,0.19,has elevator,has subway,7,11.985334435593007,3505.8823529411766
80,2.0351417851532263,0.6990246810562222,2016-09-19,499.0,230.0,89.0,3,1,1,1,6,1992,other,concrete,0.5,no elevator,no subway,7,23.465708688295077,2584.2696629213483
81,2.029107885223109,0.7019349652240452,2016-07-08,424.0,257.0,110.0,2,1,1,1,6,1996,other,mixed,0.5,no elevator,no subway,6,37.089771002973684,2336.3636363636365
82,2.0285593980523773,0.6943051536791969,2016-09-26,503.0,296.0,107.0,3,1,1,1,6,2003,Simplicity,mixed,0.5,no elevator,no subway,5,20.574138513280136,2766.355140186916
83,2.0287496389408446,0.6955641294818306,2016-07-11,423.0,208.0,66.48,1,1,1,1,6,2004,other,mixed,0.5,no elevator,no subway,2,15.47760288713429,3128.7605294825507
84,2.0329198937489745,0.6981693300964048,2016-09-07,479.0,650.0,132.0,4,1,1,2,26,1997,hardcover,steel-concrete composite,0.25,has elevator,has subway,7,12.432966978440865,4924.242424242424
85,2.0334513639594993,0.694774769421031,2016-08-27,468.0,127.0,47.38,1,1,0,1,16,2008,Simplicity,steel-concrete composite,0.2,has elevator,has subway,3,13.756310505025475,2680.455888560574
86,2.0334513639594993,0.694774769421031,2016-08-29,470.0,145.0,53.17,1,1,0,0,16,2008,Simplicity,steel-concrete composite,0.2,has elevator,has subway,3,13.756310505025475,2727.101749106639
87,2.03221340192106,0.6974748112271588,2016-06-28,408.0,270.0,52.64,2,1,1,1,5,1979,hardcover,mixed,0.3329999999999999,no elevator,has subway,7,6.950239197599009,5129.17933130699
88,2.0307198538669584,0.6977925309641918,2016-08-24,463.0,348.0,60.0,1,1,1,1,18,1998,Simplicity,steel-concrete composite,0.2,has elevator,has subway,8,9.73011720724354,5800.0
89,2.0309354194828724,0.695870888551161,2016-07-11,420.0,248.0,55.0,2,1,1,1,6,1990,hardcover,mixed,0.5,no elevator,no subway,2,5.269267649407359,4509.090909090909
90,2.032805976108697,0.6959794305773425,2016-09-05,471.0,475.0,135.83,3,1,1,2,22,1998,Simplicity,steel-concrete composite,0.25,has elevator,has subway,7,6.24442311046781,3497.018331738202
91,2.027453103652708,0.6934516178618015,2016-08-23,457.0,188.0,87.04,2,1,1,1,6,2004,Simplicity,mixed,0.5,no elevator,has subway,5,28.242161455022796,2159.926470588235
92,2.0292699041375717,0.6969722262157544,2016-06-26,399.0,610.0,93.91,2,2,1,2,9,2003,hardcover,steel-concrete composite,0.3329999999999999,has elevator,no subway,8,12.279145664598762,6495.580875306145
93,2.0335100768355368,0.6964642830435465,2016-12-30,581.0,210.0,50.0,1,1,1,1,17,2010,hardcover,steel-concrete composite,0.105,has elevator,has subway,7,8.883574587672069,4200.0
94,2.0305524942449846,0.6937637176386432,2016-06-19,385.0,220.0,73.21,2,1,1,1,6,1992,hardcover,mixed,0.5,no elevator,has subway,4,18.058820324301355,3005.0539543778173
95,2.0289568095230566,0.6965668036838087,2016-07-12,409.0,283.0,64.15,2,1,1,1,5,1981,hardcover,mixed,0.3329999999999999,no elevator,has subway,9,13.386523888666565,4411.53546375682
96,2.0285593980523773,0.6943051536791969,2016-08-17,443.0,210.0,94.0,2,2,1,1,6,2005,other,mixed,0.5,no elevator,no subway,5,20.574138513280136,2234.0425531914893
97,2.0295721777107247,0.696999366085623,2016-07-06,400.0,580.0,124.7,3,2,1,1,6,1998,Simplicity,mixed,0.5,no elevator,no subway,8,10.915559141117416,4651.162790697675
98,2.032457538576829,0.6974447915640244,2016-07-26,420.0,677.0,166.1,3,1,1,1,14,2002,Simplicity,steel-concrete composite,0.2,has elevator,no subway,7,7.304963593334338,4075.8579169175196
99,2.0266242991508134,0.6969773400304629,2016-08-31,455.0,153.0,63.09,2,1,1,1,6,1990,hardcover,mixed,0.3329999999999999,no elevator,no subway,12,24.982705793350185,2425.106990014265
